,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,$/SQUARE FEET,HOA/MONTH,LATITUDE,LONGITUDE,BUILT YEAR,COORDINATES
278,Multi-Family (2-4 Unit),593-595 Clipper St,San Francisco,CA,94114,3800000,4.0,3.5,Noe Valley,2309.0,1646.0,,37.7484554,-122.4380625,1921,"37.7484554,-122.4380625"
279,Condo/Co-op,1000 North Point St #405,San Francisco,CA,94109,679000,0.0,1.0,Russian Hill,,,504.0,37.8055099,-122.42415729999999,1965,"37.8055099,-122.42415729999999"
280,Single Family Residential,46 Cook,San Francisco,CA,94118,2790000,4.0,3.0,Jordan Park/Laurel Heights,3216.0,868.0,,37.782883,-122.45203500000001,1900,"37.782883,-122.45203500000001"
281,Condo/Co-op,2600 18th St #7,San Francisco,CA,94110,1299000,2.0,2.0,Inner Mission,1304.0,996.0,573.0,37.762136,-122.40847920000002,1999,"37.762136,-122.40847920000002"
282,Condo/Co-op,322 Graystone Ter,San Francisco,CA,94114,998000,2.0,2.0,Twin Peaks,971.0,1028.0,105.0,37.756322999999995,-122.443739,1958,"37.756322999999995,-122.443739"
283,Single Family Residential,1252 Church St,San Francisco,CA,94110,1195000,2.0,1.0,Noe Valley,1050.0,1138.0,,37.7506935,-122.4275912,1900,"37.7506935,-122.4275912"
284,Condo/Co-op,1150 Sacramento St #504,San Francisco,CA,94108,2998000,2.0,2.5,Nob Hill,2555.0,1173.0,2715.0,37.792983899999996,-122.41179740000001,1989,"37.792983899999996,-122.41179740000001"
285,Single Family Residential,25 Chaves Ave,San Francisco,CA,94127,1498000,5.0,3.0,Miraloma Park,2255.0,664.0,,37.7426071,-122.45302690000001,1931,"37.7426071,-122.45302690000001"
286,Single Family Residential,364 Valley St,San Francisco,CA,94131,998000,1.0,1.0,Noe Valley,773.0,1291.0,,37.744498,-122.4304226,nan,"37.744498,-122.4304226"
287,Condo/Co-op,4024 18th St,San Francisco,CA,94114,2495000,3.0,2.5,Eureka Valley/Dolore,1930.0,1293.0,,37.7612088,-122.4334281,1900,"37.7612088,-122.4334281"
288,Condo/Co-op,4026 18th St,San Francisco,CA,94114,1995000,3.0,3.0,Eureka Valley/Dolore,1690.0,1180.0,,37.76117,-122.4334751,1900,"37.76117,-122.4334751"
289,Condo/Co-op,950 Tennessee St #211,San Francisco,CA,94107,1399000,2.0,2.0,Central Waterfront,1073.0,1304.0,598.0,37.759674700000005,-122.38982450000002,2020,"37.759674700000005,-122.38982450000002"
290,Condo/Co-op,950 Tennessee St #121,San Francisco,CA,94107,1199000,2.0,2.0,Central Waterfront,970.0,1236.0,598.0,37.759674700000005,-122.38982450000002,2020,"37.759674700000005,-122.38982450000002"
291,Condo/Co-op,950 Tennessee St #208,San Francisco,CA,94107,659000,0.0,1.0,Central Waterfront,472.0,1396.0,435.0,37.759674700000005,-122.38982450000002,2020,"37.759674700000005,-122.38982450000002"
292,Condo/Co-op,950 Tennessee St #116,San Francisco,CA,94107,669000,0.0,1.0,Central Waterfront,472.0,1417.0,435.0,37.759674700000005,-122.38982450000002,2020,"37.759674700000005,-122.38982450000002"
293,Condo/Co-op,955 Leavenworth St,SAN FRANCISCO,CA,94109,1545000,3.0,2.0,SAN FRANCISCO,1722.0,897.0,250.0,37.790011299999996,-122.41580890000002,1908,"37.790011299999996,-122.41580890000002"
294,Single Family Residential,2851 25th St,San Francisco,CA,94110,1895000,3.0,1.5,Inner Mission,1860.0,1019.0,,37.7511649,-122.4072825,1929,"37.7511649,-122.4072825"
295,Single Family Residential,817 Rockdale Dr,San Francisco,CA,94127,1395000,2.0,1.0,Miraloma Park,1125.0,1240.0,,37.7411205,-122.4533807,1928,"37.7411205,-122.4533807"
296,Condo/Co-op,225 26th Ave #1,San Francisco,CA,94121,1959000,4.0,3.5,Lake,2031.0,965.0,391.0,37.785127100000004,-122.4865075,2001,"37.785127100000004,-122.4865075"
297,Condo/Co-op,875 La Playa St #373,San Francisco,CA,94121,625000,1.0,1.0,Outer Richmond,767.0,815.0,758.0,37.771697499999995,-122.5103084,1983,"37.771697499999995,-122.5103084"
298,Condo/Co-op,712 Bryant St #4,San Francisco,CA,94107,1740000,2.0,2.5,South of Market,2180.0,798.0,833.0,37.777725399999994,-122.400944,2001,"37.777725399999994,-122.400944"
299,Single Family Residential,150 Beaumont Ave,San Francisco,CA,94118,2795000,5.0,3.0,Lone Mountain,2904.0,962.0,,37.7789,-122.45435379999999,1948,"37.7789,-122.45435379999999"
300,Single Family Residential,1820 Kirkham St,San Francisco,CA,94122,2195000,4.0,3.0,Central Sunset,2274.0,965.0,,37.759880200000005,-122.48057879999999,1932,"37.759880200000005,-122.48057879999999"
301,Condo/Co-op,425 1st St #4901,San Francisco,CA,94105,1315000,1.0,1.0,South Beach,837.0,1571.0,,37.7860625,-122.3921764,2008,"37.7860625,-122.3921764"
302,Condo/Co-op,1788 Clay St #405,San Francisco,CA,94109,925000,1.0,1.0,Nob Hill,780.0,1186.0,668.0,37.7925699,-122.42224979999999,2014,"37.7925699,-122.42224979999999"
303,Condo/Co-op,1177 California St #724,San Francisco,CA,94108,1755000,2.0,2.0,Nob Hill,1653.0,1062.0,1779.0,37.791026200000005,-122.4136476,1978,"37.791026200000005,-122.4136476"
304,Single Family Residential,595 Clipper St,San Francisco,CA,94114,3800000,4.0,3.0,Noe Valley,2309.0,1646.0,,37.7485106,-122.4380903,1921,"37.7485106,-122.4380903"
305,Single Family Residential,745 Goettingen St,SAN FRANCISCO,CA,94134,1295000,4.0,3.0,SAN FRANCISCO,1455.0,890.0,,37.7227524,-122.4046828,1951,"37.7227524,-122.4046828"
306,Single Family Residential,2341 Vallejo St,San Francisco,CA,94123,6500000,4.0,4.0,Pacific Heights,3685.0,1764.0,,37.7949444,-122.43580870000001,1922,"37.7949444,-122.43580870000001"
307,Multi-Family (2-4 Unit),4231 4231A 26th St,San Francisco,CA,94131,3045000,5.0,4.0,Noe Valley,,,,37.7478511,-122.43494440000002,1907,"37.7478511,-122.43494440000002"
308,Condo/Co-op,755 Capp St,San Francisco,CA,94110,1695000,3.0,1.0,Inner Mission,1890.0,897.0,200.0,37.754276000000004,-122.41722299999999,1900,"37.754276000000004,-122.41722299999999"
309,Condo/Co-op,170 King St #409,San Francisco,CA,94107,818000,1.0,1.0,South Beach,690.0,1186.0,698.0,37.7789817,-122.39175149999998,2007,"37.7789817,-122.39175149999998"
310,Condo/Co-op,601 4th St #312,San Francisco,CA,94107,1250000,1.0,2.0,South Beach,1147.0,1090.0,689.0,37.7781631,-122.39577779999999,1916,"37.7781631,-122.39577779999999"
311,Condo/Co-op,35 Alpine Ter #5,San Francisco,CA,94117,2999000,2.0,2.5,Buena Vista Park,,,715.0,37.769774,-122.43741299999999,1958,"37.769774,-122.43741299999999"
312,Single Family Residential,1485 11th Ave,San Francisco,CA,94122,1288000,3.0,2.0,Inner Sunset,,,,37.760500799999996,-122.4684179,1922,"37.760500799999996,-122.4684179"
313,Condo/Co-op,4231 26th St #4231,San Francisco,CA,94131,1495000,2.0,1.0,Noe Valley,1553.0,963.0,,37.747929,-122.4349606,1907,"37.747929,-122.4349606"
314,Condo/Co-op,4231 4231A 26th St Unit 4231A,San Francisco,CA,94131,1550000,3.0,3.0,Noe Valley,1401.0,1106.0,,37.7478511,-122.43494440000002,1907,"37.7478511,-122.43494440000002"
315,Condo/Co-op,1945 Hyde St #7,San Francisco,CA,94109,4700000,2.0,2.0,Russian Hill,,,1406.0,37.798823299999995,-122.4192632,1920,"37.798823299999995,-122.4192632"
316,Single Family Residential,502 Plymouth Ave,San Francisco,CA,94112,795000,2.0,1.0,Oceanview,950.0,837.0,,37.7151059,-122.45578020000002,1907,"37.7151059,-122.45578020000002"
317,Multi-Family (5+ Unit),1649 Market St,San Francisco,CA,94103,28500000,4.0,,South of Market,41544.0,686.0,,37.7733868,-122.4212372,1912,"37.7733868,-122.4212372"
318,Condo/Co-op,318 Spear St Unit 3A,San Francisco,CA,94105,1499000,2.0,2.0,South Beach,1274.0,1177.0,982.0,37.789745700000005,-122.3908558,2008,"37.789745700000005,-122.3908558"
319,Condo/Co-op,1160 Mission St #2309,San Francisco,CA,94103,899000,1.0,1.0,South of Market,,,805.0,37.7787037,-122.4126341,2008,"37.7787037,-122.4126341"
320,Condo/Co-op,207 King St #710,San Francisco,CA,94107,1499000,2.0,1.5,Mission Bay,1302.0,1151.0,656.0,37.777527500000005,-122.3916855,2003,"37.777527500000005,-122.3916855"
321,Condo/Co-op,250 King St #1504,San Francisco,CA,94107,725000,0.0,1.0,Mission Bay,595.0,1218.0,799.0,37.7781222,-122.39329029999999,2004,"37.7781222,-122.39329029999999"
322,Condo/Co-op,540 De Haro St #204,San Francisco,CA,94107,1795000,2.0,2.5,Potrero Hill,1495.0,1201.0,558.0,37.763009000000004,-122.4016864,2020,"37.763009000000004,-122.4016864"
323,Single Family Residential,256 Fowler Ave,San Francisco,CA,94127,1998000,3.0,3.0,Miraloma Park,1892.0,1056.0,,37.7433188,-122.4520624,1932,"37.7433188,-122.4520624"
324,Single Family Residential,2590 Green St,San Francisco,CA,94123,28800000,5.0,8.0,Pacific Heights,8630.0,3337.0,,37.795586,-122.441718,1920,"37.795586,-122.441718"
325,Condo/Co-op,1488 Harrison St #204,San Francisco,CA,94103,1025000,2.0,2.0,South of Market,1102.0,930.0,614.0,37.7709329,-122.41242050000001,2001,"37.7709329,-122.41242050000001"
326,Single Family Residential,29 Park Hill Ave,San Francisco,CA,94117,4700000,4.0,4.0,Buena Vista Park,2810.0,1673.0,,37.7676583,-122.43906820000001,1927,"37.7676583,-122.43906820000001"
327,Single Family Residential,338 Duncan St,San Francisco,CA,94131,4895000,5.0,5.0,Noe Valley,3578.0,1368.0,,37.7462262,-122.42860879999999,1900,"37.7462262,-122.42860879999999"
328,Multi-Family (2-4 Unit),66-68 Cook St,San Francisco,CA,94118,2100000,3.0,3.0,Jordan Park/Laurel Heights,1905.0,1102.0,,37.7826086,-122.4519794,1900,"37.7826086,-122.4519794"
329,Townhouse,419 Fulton St #204,San Francisco,CA,94102,1795000,3.0,2.0,Hayes Valley,1443.0,1244.0,694.0,37.7784716,-122.4238129,2000,"37.7784716,-122.4238129"
330,Condo/Co-op,238 Moultrie St,San Francisco,CA,94110,1100000,2.0,1.0,Bernal Heights,,,,37.7411267,-122.4159219,1900,"37.7411267,-122.4159219"
331,Condo/Co-op,175 Russ St #5,San Francisco,CA,94103,849000,1.0,1.5,South of Market,837.0,1014.0,584.0,37.7781581,-122.4069909,2003,"37.7781581,-122.4069909"
332,Condo/Co-op,1075 Market St #408,San Francisco,CA,94103,724000,1.0,1.0,South of Market,554.0,1307.0,665.0,37.7807996,-122.4118342,2018,"37.7807996,-122.4118342"
333,Condo/Co-op,425 1st St #1506,San Francisco,CA,94105,1525000,2.0,2.0,South Beach,1238.0,1232.0,1096.0,37.7860625,-122.3921764,2008,"37.7860625,-122.3921764"
334,Condo/Co-op,338 Spear St Unit 20B,San Francisco,CA,94105,2695000,2.0,2.0,South Beach,,,998.0,37.789413700000004,-122.3906433,nan,"37.789413700000004,-122.3906433"
335,Condo/Co-op,65 Hermann St #1,San Francisco,CA,94102,850000,1.0,1.0,Hayes Valley,877.0,969.0,400.0,37.7704882,-122.42615500000001,1959,"37.7704882,-122.42615500000001"
336,Multi-Family (5+ Unit),781 Corbett Ave,San Francisco,CA,94131,2300000,4.0,,Twin Peaks,3344.0,688.0,,37.7542112,-122.4425105,1955,"37.7542112,-122.4425105"
337,Condo/Co-op,318 Spear St Unit 8G,San Francisco,CA,94105,1099000,1.0,1.0,South Beach,798.0,1377.0,891.0,37.789745700000005,-122.3908558,2008,"37.789745700000005,-122.3908558"
338,Condo/Co-op,188 Minna St Unit 35D,San Francisco,CA,94105,3800000,2.0,2.5,Yerba Buena,1792.0,2121.0,2743.0,37.786146200000005,-122.4013007,2005,"37.786146200000005,-122.4013007"
339,Townhouse,145 Gardenside Dr #22,San Francisco,CA,94131,995000,2.0,1.5,Twin Peaks,1274.0,781.0,751.0,37.7543339,-122.4449841,1981,"37.7543339,-122.4449841"
340,Condo/Co-op,1300 22nd St #110,San Francisco,CA,94107,1095000,2.0,2.0,Potrero Hill,,,673.0,37.7578379,-122.39447140000001,2016,"37.7578379,-122.39447140000001"
341,Single Family Residential,474 Arkansas St,San Francisco,CA,94107,1185000,3.0,1.0,Potrero Hill,1105.0,1072.0,,37.760202500000005,-122.39841809999999,1914,"37.760202500000005,-122.39841809999999"
342,Condo/Co-op,73 Wood St,San Francisco,CA,94118,625000,1.0,1.0,Jordan Park/Laurel Heights,1080.0,579.0,,37.782740999999994,-122.44948000000001,nan,"37.782740999999994,-122.44948000000001"
343,Single Family Residential,830 Rhode Island St,San Francisco,CA,94107,2150000,0.0,,Potrero Hill,4150.0,518.0,,37.7592172,-122.4023154,1900,"37.7592172,-122.4023154"
344,Multi-Family (5+ Unit),734-740 Green St,San Francisco,CA,94133,7750000,21.0,,North Beach,10670.0,726.0,,37.799504,-122.41134369999999,1907,"37.799504,-122.41134369999999"
345,Condo/Co-op,155 Harriet St #8,San Francisco,CA,94103,999000,2.0,2.0,South of Market,,,652.0,37.7776155,-122.4049895,2001,"37.7776155,-122.4049895"
346,Condo/Co-op,769 19th Ave,San Francisco,CA,94121,1425000,2.0,1.5,Central Richmond,1400.0,1018.0,250.0,37.7734744,-122.47813670000001,1922,"37.7734744,-122.47813670000001"
347,Condo/Co-op,355 Buena Vista Ave Unit 512W,San Francisco,CA,94117,1425000,2.0,2.0,Buena Vista Park,1030.0,1383.0,858.0,37.7671808,-122.44013290000001,1986,"37.7671808,-122.44013290000001"
348,Single Family Residential,2587 41st Ave,San Francisco,CA,94116,1095000,3.0,2.0,Outer Parkside,1655.0,662.0,,37.738546,-122.49922859999998,1952,"37.738546,-122.49922859999998"
349,Condo/Co-op,1160 Mission St #1907,San Francisco,CA,94103,1200000,2.0,2.0,South of Market,1043.0,1151.0,915.0,37.7787037,-122.4126341,2008,"37.7787037,-122.4126341"
